id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q26869648,monarch of Jamaica,Q766,Q766,,,,,,,
Q1472951,Governor-General of Jamaica,Q766,Q766,,,1962-08-06,,Q28845720,,Governor-General of Jamaica
Q1430943,Prime Minister of Jamaica,Q766,Q766,Q41513836,,1962-08-06,,Q84304666,,Prime Minister of Jamaica
Q41513836,Deputy Prime Minister of Jamaica,Q766,Q766,,,,,,,
Q109928794,Minister of Agriculture and Fisheries of Jamaica,,Q766,,,,,,,
Q109928831,"Minister of Culture, Gender, Entertainment and Sport",Q766,Q766,,,,,,,
Q109928780,"Minister of Education, Youth and Information",Q766,Q766,,,,,,,
Q6866135,Minister of Finance and the Public Service,Q766,Q766,,,,,,,Minister of Finance and the Public Service
Q24296480,Minister of Foreign Affairs and Foreign Trade,Q766,Q766,,,,,,,
Q109928822,"Minister of Housing, Urban Renewal, Environment and Climate Change",Q766,Q766,,,,,,,
Q109928751,"Minister of Industry, Investment and Commerce",Q766,Q766,,,,,,,
Q109928764,Minister of Justice,,Q766,,,,,,,
Q109928844,Minister of Labour & Social Security,,Q766,,,,,,,
Q109928799,Minister of Local Government and Rural Development,Q766,Q766,,,,,,,
Q109928734,Minister of Health and Wellness,Q766,Q766,,,,,,,
Q109928706,Minister of National Security,,Q766,,,,,,,
Q109928779,"Minister of Science, Energy and Technology",Q766,Q766,,,,,,,
Q109928837,Minister of Tourism,Q766,Q766,,,,,,,
Q109928809,Minister of Transport and Works,,Q766,,,,,,,
Q109928852,Minister without Portfolio,Q766,Q766,,,,,,,
Q4818640,Attorney General of Jamaica,Q766,Q766,,,,,,,Attorney General of Jamaica
Q90824054,Chief Justice of Jamaica,Q766,Q766,,Q6566881,,,,,
Q6597927,Speaker of the House of Representatives of Jamaica,,,,,,,,,List of speakers of the House of Representatives of Jamaica
Q6594879,President of the Senate of Jamaica,,,,,,,,,List of presidents of the Senate of Jamaica
Q109929141,Governor of the Bank of Jamaica,Q766,,,,,,,,
Q85751928,Chief of Defence Staff,,,,,,,,,Chief of Defence Staff (Jamaica)
